Article_No,Category,Product_Name,Material,Specifications,Application,Source_Page
5370-0120,Samplers,Scoop AISI 304                                                             FoodScoop,"AISI 304, Stainless steel, stainless steel",120                          50 Code N3,,159
5371-0100,Samplers,Scoop AISI 304                                                             FoodScoop,"AISI 304, Stainless steel, stainless steel",100                215                120 x 60 Code N3,,159
5370-0450,Samplers,Scoop AISI 304                                                             FoodScoop,"AISI 304, Stainless steel, stainless steel",450                          75 Code N3,,159
5371-0200,Samplers,Scoop AISI 304                                                             FoodScoop,"AISI 304, Stainless steel, stainless steel",200                230                140 x 75 Code N3,,159
5370-1000,Samplers,Scoop AISI 304                                                             FoodScoop,"AISI 304, Stainless steel, stainless steel",1000                         100 Code N3,,159
5371-0250,Samplers,Scoop AISI 304                                                             FoodScoop,"AISI 304, Stainless steel, stainless steel",250                245                155 x 85 Code N3,,159
5370-1500,Samplers,Scoop AISI 304                                                             FoodScoop,"AISI 304, Stainless steel, stainless steel",1500                         120 Code N3,,159
5371-0350,Samplers,Scoop AISI 304                                                             FoodScoop,"AISI 304, Stainless steel, stainless steel",350                290                180 x 100 Code N3,,159
5370-2000,Samplers,Scoop AISI 304                                                             FoodScoop,"AISI 304, Stainless steel, stainless steel",2500                         150 Code N3,,159
5371-0500,Samplers,Scoop AISI 304                                                             FoodScoop,"AISI 304, Stainless steel, stainless steel",500                350                220 x 130 Code N3,,159
